entry	nb
8702868	1
974058	1
25323938	1
8330278	1
11528568	1
17951108	1
4945918	1
16873858	1
5148208	1
24728	1
8122958	1
1304818	1
6979428	1
8381288	1
191698	1
6223098	1
24001408	1
8122048	1
8125528	1
6150118	1
5186568	1
8123078	1
4732058	1
8122838	1
15952378	1
5089068	1
3380298	1
3671288	1
1191048	1
3699298	1
697828	1
9297948	1
6711988	1
3764508	1
7901998	1
8123838	1
3775108	1
257358	1
591588	1
8097288	1
4608488	1
4972658	1
2853728	1
4150618	1
5025578	1
2868668	1
4534608	1
8330098	1
4730598	1
8130508	1
4997008	1
6428288	1
3742528	1
503938	1
2859898	1
6750258	1
3041048	1
25776518	1
4843478	1
113518	1
3438048	1
15005258	1
16814898	1
14216748	1
25021658	1
4960708	1
7905598	1
3411328	1
5088188	1
5365978	1
14837008	1
7977068	1
8089888	1
3160018	1
17298078	1
16878388	1
8394698	1
5928058	1
8210358	1
4161828	1
3472678	1
12951358	1
7902258	1
8210778	1
2852928	1
3221168	1
6097968	1
14837908	1
14471618	1
6922138	1
8244508	1
4721958	1
7049638	1
12894718	1
8126778	1
20455098	1
2302048	1
13248468	1
7412598	1
4918938	1
26348	1
3370028	1
1304458	1
3745918	1
4540118	1
3523348	1
24960558	1
4604138	1
2752278	1
1038388	1
1727518	1
14835748	1
4616438	1
16878708	1
5410788	1
15642378	1
426248	1
6716228	1
14134248	1
13208	1
8394758	1
15682828	1
1516478	1
3155148	1
1705068	1
14772668	1
2886248	1
24830638	1
15540138	1
16878308	1
7505218	1
3331168	1
1386998	1
3464998	1
7791438	1
9747918	1
12683788	1
6964408	1
7878128	1
1476678	1
23342118	1
5148288	1
16595678	1
17215968	1
1465738	1
19708458	1
6289038	1
7315298	1
17339588	1
12685988	1
1645068	1
6202688	1
8255648	1
3218508	1
8126008	1
6749298	1
3247558	1
4150638	1
16876358	1
14067688	1
3745958	1
3432988	1
8703728	1
6687448	1
7517558	1
3274668	1
11537558	1
4530248	1
6541518	1
2702948	1
3346888	1
15549428	1
13665768	1
15781178	1
8077498	1
1741038	1
15405018	1
426478	1
1802638	1
11215758	1
16877308	1
9335128	1
16878038	1
3975308	1
7103198	1
8844308	1
7446688	1
16878728	1
21434588	1
4319118	1
4217778	1
1808508	1
23470538	1
15737688	1
6716348	1
3435588	1
3371188	1
11938498	1
14513438	1
14078378	1
13050078	1
3562778	1
1191028	1
1315488	1
3376318	1
8357698	1
14240438	1
8394738	1
6456618	1
6691998	1
2707358	1
8210598	1
2573548	1
5905618	1
3211118	1
4894398	1
15506168	1
4150678	1
8097488	1
15471058	1
3222358	1
502468	1
13248448	1
5088268	1
3327248	1
3311228	1
17468	1
13248588	1
5268568	1
6716508	1
15961828	1
4956938	1
14079138	1
14148	1
5636658	1
14168078	1
6390848	1
6378388	1
15713718	1
25793118	1
5715678	1
8077458	1
17802728	1
3767368	1
1808548	1
8185868	1
4159638	1
9030268	1
169828	1
4011358	1
7983238	1
272108	1
22340458	1
4054378	1
15585698	1
4780758	1
1728418	1
4814688	1
4814668	1
24000808	1
6713288	1
4807108	1
4327548	1
19652138	1
16895808	1
6180118	1
7905578	1
1516018	1
9895988	1
4809108	1
12489798	1
17328	1
4127898	1
5777158	1
5777138	1
6499038	1
20139998	1
8461148	1
4013648	1
8715418	1
7612238	1
1684258	1
3562798	1
5634318	1
7611318	1
16683028	1
8710698	1
20148	1
4814368	1
6715448	1
4767058	1
4813908	1
4813968	1
5626988	1
1808478	1
4686128	1
